Ticker,Type,Entry Date,Exit Date,Exit Reason,Entry Price,Exit Price,Qty,Gross P/L,Brokerage,Net P/L,Return %,Cumulative P/L,Equity
^NSEI,SHORT,2025-01-30 07:45,2025-01-30 08:45,T3 Cross Up,23167.6,23249.55,21,-1720.97,1462.14,-3183.11,-0.65,-293430.27000000014,1706569.73
^NSEI,LONG,2025-01-30 08:45,2025-02-01 05:45,T3 Cross Down,23249.55,23447.05,21,4147.5,1470.94,2676.56,0.55,-290753.71000000014,1709246.2899999998
^NSEI,SHORT,2025-02-01 05:45,2025-02-04 03:45,T3 Cross Up,23447.05,23512.65,21,-1377.59,1479.23,-2856.82,-0.58,-293610.53000000014,1706389.4699999997
^NSEI,LONG,2025-02-04 03:45,2025-02-05 08:45,T3 Cross Down,23512.65,23695.9,21,3848.25,1487.07,2361.18,0.48,-291249.35000000015,1708750.65
^NSEI,SHORT,2025-02-05 08:45,2025-02-12 05:45,T3 Cross Up,23695.9,23044.4,21,13681.5,1472.32,12209.18,2.45,-279040.17000000016,1720959.8299999998
^NSEI,LONG,2025-02-12 05:45,2025-02-13 08:45,T3 Cross Down,23044.4,23030.15,21,-299.25,1451.35,-1750.6,-0.36,-280790.77000000014,1719209.23
^NSEI,SHORT,2025-02-13 08:45,2025-02-17 06:45,T3 Cross Up,23030.15,22837.85,21,4038.32,1444.84,2593.47,0.54,-278197.30000000016,1721802.6999999997
^NSEI,LONG,2025-02-17 06:45,2025-02-18 04:45,T3 Cross Down,22837.85,22813.7,21,-507.16,1438.02,-1945.18,-0.41,-280142.48000000016,1719857.5199999998
^NSEI,SHORT,2025-02-18 04:45,2025-02-18 05:45,T3 Cross Up,22813.7,22863.3,21,-1041.63,1438.83,-2480.46,-0.52,-282622.9400000002,1717377.0599999998
^NSEI,LONG,2025-02-18 05:45,2025-02-19 08:45,T3 Cross Down,22863.3,22939.95,21,1609.62,1442.8,166.81,0.03,-282456.1300000002,1717543.8699999999
^NSEI,SHORT,2025-02-19 08:45,2025-02-25 03:45,T3 Cross Up,22939.95,22597.8,21,7185.12,1434.44,5750.68,1.19,-276705.4500000002,1723294.5499999998
^NSEI,LONG,2025-02-25 03:45,2025-02-25 09:45,T3 Cross Down,22597.8,22529.05,22,-1512.5,1489.19,-3001.69,-0.6,-279707.1400000002,1720292.8599999999
^NSEI,SHORT,2025-02-25 09:45,2025-02-27 03:45,T3 Cross Up,22529.05,22542.3,22,-291.5,1487.35,-1778.85,-0.36,-281485.99000000017,1718514.0099999998
^NSEI,LONG,2025-02-27 03:45,2025-02-27 05:45,T3 Cross Down,22542.3,22526.65,22,-344.31,1487.28,-1831.58,-0.37,-283317.5700000002,1716682.4299999997
^NSEI,SHORT,2025-02-27 05:45,2025-02-27 07:45,T3 Cross Up,22526.65,22544.1,22,-383.88,1487.33,-1871.22,-0.38,-285188.79000000015,1714811.21
^NSEI,LONG,2025-02-27 07:45,2025-02-27 09:45,T3 Cross Down,22544.1,22510.85,22,-731.5,1486.81,-2218.31,-0.45,-287407.10000000015,1712592.9
^NSEI,SHORT,2025-02-27 09:45,2025-03-03 06:45,T3 Cross Up,22510.85,22155.05,22,7827.57,1473.97,6353.6,1.28,-281053.5000000002,1718946.4999999998
^NSEI,LONG,2025-03-03 06:45,2025-03-04 03:45,T3 Cross Down,22155.05,22049.95,22,-2312.23,1458.76,-3771.0,-0.77,-284824.5000000002,1715175.4999999998
^NSEI,SHORT,2025-03-04 03:45,2025-03-04 04:45,T3 Cross Up,22049.95,22083.7,22,-742.5,1456.41,-2198.91,-0.45,-287023.41000000015,1712976.5899999999
^NSEI,LONG,2025-03-04 04:45,2025-03-07 05:45,T3 Cross Down,22083.7,22526.85,22,9749.31,1472.15,8277.16,1.7,-278746.2500000002,1721253.7499999998
^NSEI,SHORT,2025-03-07 05:45,2025-03-10 03:45,T3 Cross Up,22526.85,22631.75,22,-2307.81,1490.23,-3798.04,-0.77,-282544.29000000015,1717455.71
^NSEI,LONG,2025-03-10 03:45,2025-03-10 05:45,T3 Cross Down,22631.75,22587.5,22,-973.5,1492.24,-2465.74,-0.5,-285010.03000000014,1714989.9699999997
^NSEI,SHORT,2025-03-10 05:45,2025-03-11 07:45,T3 Cross Up,22587.5,22501.55,22,1890.88,1487.94,402.94,0.08,-284607.09000000014,1715392.91
^NSEI,LONG,2025-03-11 07:45,2025-03-12 03:45,T3 Cross Down,22501.55,22425.2,22,-1679.73,1482.58,-3162.32,-0.64,-287769.41000000015,1712230.5899999999
^NSEI,SHORT,2025-03-12 03:45,2025-03-12 07:45,T3 Cross Up,22425.2,22437.0,22,-259.62,1480.45,-1740.07,-0.35,-289509.48000000016,1710490.5199999998
^NSEI,LONG,2025-03-12 07:45,2025-03-13 05:45,T3 Cross Down,22437.0,22443.2,22,136.38,1481.05,-1344.66,-0.27,-290854.14000000013,1709145.8599999999
^NSEI,SHORT,2025-03-13 05:45,2025-03-17 03:45,T3 Cross Up,22443.2,22513.4,22,-1544.43,1483.57,-3027.99,-0.61,-293882.1300000001,1706117.8699999999
^NSEI,LONG,2025-03-17 03:45,2025-03-19 09:45,T3 Cross Down,22513.4,22911.8,22,8764.81,1499.03,7265.78,1.47,-286616.3500000001,1713383.65
